,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,count
774,49cd59957f1c81427ca0b2edf5696969,babies,33.0,55.0,2.0,400.0,13
670,bd7cab8de4d7943286634023cc06f8ff,babies,59.0,1226.0,4.0,23250.0,13
95,c2fb73db15e28aa021dcf7b2856fef27,babies,52.0,704.0,4.0,3600.0,13
468,bcb4f6803e8889a70dc5ed14c2f5f785,computer,41.0,685.0,2.0,200.0,13
719,9cbe4a1fd4db99c14512e9b2ff033ec4,bed,46.0,113.0,1.0,500.0,13
777,88c20c5a22f2ca169af8cfc2df00a7a2,sport,41.0,781.0,4.0,500.0,13
1315,47ed478ee7b2696c2c49229fcad56e98,perfumery,55.0,556.0,7.0,1800.0,13
1401,9a0620ddaf3055b7e588e936e036a529,bed,60.0,271.0,1.0,1600.0,13
1435,d2bea3c01e172037caa99b2d138f39d0,portable,55.0,512.0,1.0,350.0,13
846,0d146484c69d613fe015c0229056b065,decoration,24.0,458.0,4.0,100.0,13
1447,95ec3f7e237a87df9935a570ab6ef266,bed,45.0,257.0,1.0,5326.0,13
1400,b76364870c38ddd7dcc9dd9ab5abeeb4,portable,60.0,569.0,2.0,1200.0,13
377,4d0ec1e9b95fb62f9a1fbe21808bf3b1,bed,60.0,259.0,1.0,1550.0,13
1448,b83738ac1903f7c8f0ed378cb085909c,electronics,56.0,1184.0,3.0,5700.0,13
237,b3cf0a98f31b76ed0cec13d9c77102c4,market,26.0,1528.0,1.0,1300.0,13
363,a5e74dc2d01e8b9df1590c7160358273,housewares,50.0,226.0,6.0,7250.0,13
236,cd82271424be9568801391194697361c,bed,56.0,999.0,1.0,400.0,13
739,6fd82d8f842424334fedf31190e54d24,gifts,60.0,160.0,3.0,250.0,13
1462,db25a58a5da5dfe2fd19f2604491bd27,portable,52.0,1074.0,1.0,900.0,13
1396,a84d0660dbffebf352aefbf1a6b18d00,gifts,60.0,179.0,3.0,250.0,13
1422,c0350d6ac413eda4641bf92ab687f1b5,fashion,29.0,132.0,3.0,50.0,13
315,9ae64e1163bf254bad20d5155cffb99d,stationery,59.0,314.0,3.0,8000.0,13
138,f27aff266ad97e75d4a24c893b2c311e,household,55.0,1345.0,6.0,8850.0,13
1257,e4ad97ce352e46bebac92018f6ed976d,stationery,51.0,205.0,2.0,7750.0,13
1338,2078312a2dcf1fcd8a38eabcf5dd033a,decoration,54.0,1045.0,3.0,400.0,13
831,4b456247c6fd6370f0c01903b0c6d67d,computer,59.0,476.0,2.0,200.0,13
249,45b280868bcc8124d9309f459a42eeaf,sport,59.0,902.0,2.0,6450.0,13
364,5c973b4202aac5c372a483e712306f4f,bed,38.0,182.0,2.0,350.0,13
744,c413fa08b405af6edb9d49e85e241c08,telephony,37.0,326.0,2.0,100.0,13
47,d0fac709247e97e9b44a5351891ef9f3,automotive,60.0,968.0,3.0,800.0,13
727,9dfb2984ab775b6175202b9e9e678641,housewares,41.0,859.0,3.0,750.0,13
792,d41d8cd98f00b204e9800998ecf8427e,automotive,16.0,115.0,1.0,1181.0,13
683,b6e352d888ba31d8999af279cd63aa24,housewares,42.0,337.0,2.0,1225.0,13
234,ba3f298a122a95c4928e8b8628e8520e,bed,50.0,111.0,1.0,2200.0,13
443,cc2232dbef2c9fca23f4c7f6a19a42e3,portable,63.0,587.0,3.0,300.0,13
239,ff5f8606556b625613f069a5a9a48966,babies,63.0,554.0,1.0,2300.0,13
1033,ab40c45cb88545d5efa2679b30cec4c3,drinks,40.0,472.0,1.0,4300.0,13
605,005030ef108f58b46b78116f754d8d38,perfumery,54.0,942.0,1.0,50.0,13
1541,169e1fedd1319ca92e90e057e7123005,sport,60.0,3616.0,5.0,400.0,13
977,c319f453652bff80bc8f9f71d87e56c1,babies,46.0,715.0,6.0,260.0,13
16,c354569eefd558bf201d0aedf35608ed,bed,55.0,166.0,1.0,700.0,13
312,1b474c650cb9407d32a1e066937b68fd,gifts,43.0,548.0,3.0,381.0,13
1579,17a019676883dce326999c11a46a14f0,musical,50.0,2143.0,4.0,150.0,13
1109,c1dfd7dc17df380ed269d0fc905f6e22,housewares,53.0,413.0,2.0,600.0,13
1114,dc0fe1906bacc99199eb46fce442e1de,sport,16.0,347.0,1.0,2200.0,13
1115,42697582a754e573f9e3e9e78752252c,computer,45.0,264.0,1.0,1644.0,13
1566,ec02a5d380128f7a188e9ce8f3ddd832,cool,59.0,599.0,2.0,2275.0,13
405,a0fe1efb855f3e786f0650268cd77f44,agro,35.0,380.0,1.0,125.0,13
970,d4b65aedaa1a847abd993dced5ed2e30,babies,49.0,138.0,2.0,500.0,13
968,450c25d98ed6923154a934554475bf13,beauty,60.0,1946.0,4.0,19150.0,13
270,8bab563be2e3316280e3990af91da7b7,electronics,49.0,190.0,1.0,133.0,13
1130,330144665b875c2b4555f88d9f4ed7c1,beauty,59.0,410.0,1.0,558.0,13
1560,6b61c9889ff5ea54a786b54fff36251f,computer,58.0,552.0,1.0,255.0,13
332,07a949f27854f64558f8babcfec441cc,bed,58.0,254.0,1.0,2800.0,13
1224,03aad9707028422f38b0563410912177,bed,49.0,591.0,1.0,1500.0,13
22,2043cae78c8b731c405c7329a05154b2,portable,52.0,640.0,3.0,750.0,13
168,63085bb4366ded27bcb63cbb59b4103a,babies,53.0,872.0,2.0,13100.0,13
554,9394a725ee7e3f1da0d6b22b046cc8d4,toys,41.0,807.0,1.0,1860.0,13
1145,3efe696e322f9139e3d2b894cb1f7a09,decoration,40.0,537.0,3.0,1300.0,13
1147,f20a14d45e85b05ef554d10d7283f7da,telephony,51.0,380.0,1.0,125.0,13
24,f102842fbe436027eeeb7fc76d3063aa,game,59.0,434.0,3.0,350.0,13
1542,f95d9369ebf76f811194c72bd22ff244,decoration,60.0,1152.0,3.0,3700.0,13
1099,83b23a333b811855258c5ec9431f6d3e,beauty,51.0,247.0,2.0,200.0,13
981,5804729aafca1ebee7b26895d830586e,housewares,42.0,799.0,4.0,9850.0,13
282,d06466afa11453b6450b70992c90ece7,beauty,57.0,821.0,1.0,550.0,13
506,937c825572d26b9e5a723527c6d625c6,bed,39.0,169.0,2.0,300.0,13
1031,45df8892a1d74d2e8f960dc06625fdab,telephony,51.0,824.0,1.0,311.0,13
135,96d1c06692244e2fed6e1f9aa9552770,bed,48.0,252.0,1.0,625.0,13
1629,c1cf541d5b33a4b04ddc1c3be7aa1c86,beauty,51.0,781.0,2.0,150.0,13
1624,092be1e8336fc404c57bd5970d056886,foods,53.0,869.0,1.0,750.0,13
486,cae79e3b5c787c231543fa415a20b5cc,garden,36.0,2213.0,1.0,350.0,13
140,1c21c1ed398eae61184065889ca3d4b0,bed,51.0,324.0,1.0,900.0,13
1025,ad0a798e7941f3a5a2fb8139cb62ad78,bed,55.0,617.0,1.0,600.0,13
1020,89f055104adb9365d7f7b5c475f77742,beauty,38.0,395.0,1.0,114.0,13
1018,e336c656869480e20d04ca9389b12167,fashion,56.0,336.0,1.0,750.0,13
1060,5999995b8f64d769dbc6f592b86d6f8a,pet,57.0,1283.0,5.0,1200.0,13
293,3a05a947f28cf46d789adedc107d7595,sport,57.0,652.0,1.0,3450.0,13
1091,bef6177f54efb9a6218e124b629fc152,perfumery,42.0,850.0,1.0,510.0,13
1600,fb6782985a98aa8a59238f58239f6f1e,computer,55.0,1400.0,7.0,2500.0,13
339,76b7fa5da50b22fe17d1e7bbde661106,decoration,52.0,264.0,1.0,650.0,13
1077,16bf176650a888512655cc94f61860e3,gifts,50.0,401.0,4.0,200.0,13
128,588ec31c89dea5de5dc87e15790df3f4,bed,60.0,374.0,2.0,6650.0,13
146,ccb162ed569f47d83f62aebd5700d7ad,air,56.0,671.0,4.0,8750.0,13
1084,86f2416d4670e4ea3ca5494d043d9f24,office,33.0,1205.0,1.0,11700.0,13
1085,187e7d92b8168c3661824809d0c5dffb,beauty,30.0,1501.0,1.0,1900.0,13
342,2d7ec74c6f93ad8234f2e29817b2827b,babies,54.0,305.0,6.0,1400.0,13
126,7bdb28a55646012fb3348058d629d9bc,musical,55.0,541.0,3.0,2750.0,13
147,35537536ed2b4c561b4018bf3abf54e0,sport,59.0,1459.0,9.0,2100.0,13
172,ff7fccf8513f360157f0660fe51d1d88,sport,59.0,1313.0,2.0,1500.0,13
551,b7605b5b483063d12bd90a772bff9d21,bed,45.0,437.0,2.0,550.0,13
709,ae6b739ab6e9d7991fb2ddd70f9c0b6b,housewares,56.0,595.0,1.0,1200.0,13
568,5f21301936c11698db6aee5444190da0,perfumery,57.0,397.0,1.0,367.0,13
1205,7cb2ff3193293db892fd5697aa99a19b,decoration,56.0,297.0,2.0,950.0,13
1528,4fb3e6ce442ce9c621ea9509e47ac951,sport,40.0,1023.0,1.0,1136.0,13
586,31fd02b02c33827cbde22902cf80338c,housewares,51.0,1224.0,2.0,200.0,13
1507,0cf13ac73dbcf6586ba63b89dd1f780a,decoration,39.0,398.0,5.0,3700.0,13
429,66077cc774ac8ba7c7fcb45fd8e03474,housewares,37.0,365.0,2.0,3121.0,13
589,3258acb04d37e2f91f76c9250f3b80a0,beauty,60.0,919.0,1.0,200.0,13
569,16c4e87b98a9370a9cbc3a4658a3f45b,musical,53.0,1935.0,1.0,18000.0,13
28,54af11c815f92135fb554bd9c97dd418,bed,57.0,520.0,1.0,950.0,13
1184,b7a812ed1b86b3b00e566dc29ba7ec7c,bed,32.0,501.0,1.0,550.0,13
1185,5b3aa845bba5aa7ba1216e36ae882cfa,beauty,42.0,618.0,2.0,75.0,13
1515,42eb5329dd0ee3d76d135ce04c84451b,food,54.0,920.0,1.0,1150.0,13
184,72a137b85d5a1d82cde242493f118f43,game,55.0,411.0,3.0,600.0,13
1191,8f83335d6508c667813ff14dc437bc81,perfumery,33.0,340.0,1.0,563.0,13
1192,202bd859659a841de892b00c341300ff,gifts,57.0,573.0,8.0,200.0,13
907,3bad4452b9bf0554748e82f3a4a5673c,construction,57.0,819.0,1.0,750.0,13
185,9ea1152d6d52dc57ab2ea49aa626adc1,beauty,49.0,3037.0,1.0,1067.0,13
600,c7b3b8509e06ae21abdd78b541215cda,perfumery,51.0,504.0,2.0,317.0,13
1220,5237739bb5fee495dbd337755a138660,gifts,39.0,600.0,3.0,645.0,13
594,a6883f92891e256b926bf8b9c40fbe9f,pet,32.0,633.0,1.0,129.0,13
1533,2722b7e5f68e776d18fe901638034e54,beauty,43.0,1234.0,5.0,650.0,13
181,d2e8130fbec52f5dac0571ea1993f28a,computer,56.0,1199.0,3.0,525.0,13
1212,e41a6ac2f57a273eb0d214c7cbab5db9,office,56.0,1085.0,1.0,8975.0,13
932,6d6c510f2222e168bf3b6b67e24c9535,computer,33.0,273.0,1.0,517.0,13
920,a04f52ded97b5530e8783e3c002b90f0,bed,54.0,192.0,1.0,900.0,13
474,d0fe4295267f15ccaceac4fb233d8c9a,computer,52.0,398.0,1.0,350.0,13
265,2722b86640ddc24e1374c2df1ac2a230,construction,47.0,1139.0,3.0,1700.0,13
46,d7205c0ebebe2744d7c2e44b6d69cc95,bed,50.0,145.0,3.0,150.0,12
510,bd7cd34fc6d02e730221b11edc354aae,toys,36.0,651.0,2.0,704.0,12
66,06c38a87544301cba8b0fb5a0796383d,toys,45.0,553.0,5.0,2300.0,12
513,72c0ede833dac61a24ac9a7c394066a5,stationery,53.0,215.0,2.0,1250.0,12
702,6e835aea84ae8eb68b8c14878dd43b30,sport,48.0,831.0,1.0,2350.0,12
1495,a30ea5a9dbd95db5a674c4beadb4fb0d,perfumery,53.0,369.0,2.0,450.0,12
1492,f89d2b130b571d24532514dca6fee2a8,electronics,41.0,383.0,1.0,150.0,12
1596,83bfae859f4a37b048a3abcecb17c506,housewares,60.0,446.0,5.0,9400.0,12
1511,694e58e56c74114ee0628c25f3f26f8c,sport,24.0,290.0,2.0,600.0,12
1475,7d3297b1d734f63d40632fcf8e1a2cec,telephony,59.0,777.0,6.0,300.0,12
1616,8fc803c7d0a99a53798c7896a7c1e93c,housewares,41.0,786.0,3.0,2600.0,12
1626,70bf4f61950297cf24e18a9b84c3208a,housewares,59.0,203.0,1.0,400.0,12
1625,391a014a66920fa0ce468319264e0232,game,38.0,880.0,2.0,550.0,12
4,5e21d5cab5d33e770d8150a4ee6117db,gifts,60.0,312.0,4.0,200.0,12
509,770c257cdfc072fb50ebf2bbd6696fe1,babies,54.0,581.0,1.0,1150.0,12
591,b47865eeb745bcbfca95513b46bd977d,office,56.0,1112.0,1.0,8633.0,12
502,d00f6c52d2730de05fb409f09ab6e732,housewares,53.0,167.0,1.0,2150.0,12
367,51250f90d798d377a1928e8a4e2e9ae1,perfumery,54.0,937.0,1.0,50.0,12
38,0f8977d115c52d93a05dd4eb7052baff,bed,59.0,266.0,1.0,3975.0,12
2,dd768d259ee6054e0dadd66c8e2be0b6,bed,52.0,700.0,2.0,350.0,12
328,a0498bf8b8ff0c35a6b8c736a71526ab,housewares,56.0,357.0,2.0,1050.0,12
1378,683647534fe73616ae97d91a6ef253f4,bed,59.0,980.0,1.0,1400.0,12
481,89427567da9c9b075c9dca131535104d,toys,45.0,111.0,3.0,550.0,12
492,a7216be504e1ff211b67479ab193a552,housewares,42.0,886.0,3.0,5200.0,12
616,9ac1378f05cd222b3fb34a3cccc626c7,beauty,31.0,1406.0,1.0,1075.0,12
1439,357a9e8a4b691ffbb0f855b23d490c4e,housewares,56.0,824.0,2.0,390.0,12
341,86b8032cbb666ec9ca1f2aa4d4cace06,sport,52.0,801.0,5.0,418.0,12
1425,f788dd44fc883f0664693a6dea50437f,toys,42.0,53.0,3.0,600.0,12
1530,d581a9097bc2a13adf46bbd864ee0d08,beauty,48.0,2910.0,1.0,300.0,12
61,0c9439abe84dc40a64fc164365c4d064,drinks,36.0,1481.0,1.0,2775.0,12
641,44053ed0088d0655ed338810cd2d4d51,bed,49.0,275.0,1.0,6900.0,12
666,9b125b82780e1bbb7716c906ff46f89b,pet,63.0,785.0,1.0,800.0,12
243,628f5ed6c14790dcb9233c8dbf596175,beauty,43.0,875.0,1.0,555.0,12
1424,dd841bf589f05e0948ddb0c8d2c749ab,decoration,58.0,2084.0,2.0,1350.0,12
1554,592962829d5a715304344e656e39108a,bed,56.0,255.0,1.0,1750.0,12
458,e0ce26ae52c9ab0b8c8e42129d6c1996,decoration,56.0,297.0,2.0,1050.0,12
1426,4633dfeb3a2588bdb52af32d504b44eb,fixed,46.0,218.0,4.0,150.0,12
1535,f51dde119b9a90e3c7464f0cc45c0953,electronics,47.0,57.0,2.0,150.0,12
557,0fdd1ea79f0f2ec81697ccd021d6d992,computer,42.0,271.0,1.0,490.0,12
559,1871f846d88e6b0632e1058b61d35964,telephony,53.0,320.0,1.0,117.0,12
1545,86ecc269de40ba13205e7beeee12f26f,telephony,31.0,329.0,4.0,188.0,12
1440,4f1a7a45b6d43fa7e4958e013923d9e5,musical,41.0,802.0,2.0,617.0,12
671,633a2a64a6478966e0b6805ea708de58,housewares,32.0,455.0,3.0,550.0,12
477,757e8df3e7c5c52482db573f5f368e1d,game,52.0,574.0,1.0,400.0,12
676,c65f71634a9d0de5b4a1d7dbb6d3ae01,housewares,42.0,588.0,3.0,500.0,12
1449,9ddd762ee8a13576a809dc66f22aa2b5,bed,60.0,233.0,1.0,2600.0,12
640,d272d0921188b0bd91542d704b21404e,electronics,36.0,420.0,1.0,150.0,12
1452,33f17ed3c6906f7a7ae17a0843536db4,telephony,59.0,818.0,6.0,300.0,12
636,56c221c4c1a4a98293895c4563cdc6bf,construction,43.0,188.0,2.0,673.0,12
634,b2f15c23f560da3b247e1090d9d12be7,housewares,60.0,608.0,4.0,200.0,12
541,7ae8d9b8eca8a6daf066e53ddc7034d3,electronics,43.0,430.0,1.0,150.0,12
685,835d8502d265ddeb4bdd39591d55fa2b,beauty,50.0,3902.0,7.0,500.0,12
570,00baba5b58e274d0332a0c8a0a66f877,perfumery,27.0,406.0,4.0,200.0,12
1524,414c53fa9c5cc4a0390682aeb2e25ec1,decoration,56.0,646.0,1.0,300.0,12
278,1501b0033c68a37fa9560033a440e529,portable,58.0,1160.0,6.0,410.0,12
577,02475368dfb38934fe55f574024fe1d7,gifts,55.0,569.0,5.0,250.0,12
57,3606696d19bbcad6cb6c0e985749862f,automotive,56.0,882.0,4.0,450.0,12
1516,e729528d0513c6dfec158a515a47187b,sport,56.0,574.0,4.0,5850.0,12
690,3f212fef0e1f11b343226b633f0426df,beauty,54.0,875.0,1.0,1050.0,12
479,5a0c21ad6b82a1b61856e48ec959764d,perfumery,57.0,1424.0,1.0,100.0,12
484,7e97894cc00196a56d6ec315c68b2353,sport,20.0,420.0,4.0,3300.0,12
1166,d5140e1d258c83a340419c6522c7da22,decoration,51.0,439.0,1.0,1500.0,12
791,67ee002d7de2ab248bef398033830866,electronics,40.0,427.0,1.0,150.0,12
1092,e988092a8afe5d9393a5c3a7ca17691c,cinema,36.0,337.0,1.0,400.0,12
1088,6c09be1fc42a113b2f3e558d7df2f133,housewares,57.0,1058.0,2.0,200.0,12
1086,f89cd865cac300a9bf1320dd8f0fa223,electronics,45.0,868.0,1.0,175.0,12
419,ab1ecbce7afd9f6e661baa24a5706c9c,perfumery,23.0,439.0,3.0,350.0,12
992,fe59a1e006df3ac42bf0ceb876d70969,computer,60.0,2136.0,1.0,3407.0,12
1283,6463e442310f2f4f321c83a32d8c662b,beauty,42.0,920.0,1.0,350.0,12
848,586328f570ac0b651d452f1227db4d1c,gifts,47.0,434.0,1.0,119.0,12
1078,1de74e63d630007567726953a4eb2b36,fashion,25.0,396.0,2.0,150.0,12
306,2052b3c5e08893e567c2fb7778476c75,computer,46.0,227.0,1.0,810.0,12
1073,28bc7d95951d962dd5cdda791e07b56f,bed,60.0,420.0,1.0,400.0,12
800,304104a478e3a605db6072a22e4ee228,portable,54.0,2667.0,5.0,2600.0,12
1118,6bf1cd252d73626ab181be470f56e07b,decoration,63.0,143.0,3.0,1250.0,12
313,2d110366dd24a714cb50dddc30b4101c,sport,32.0,1961.0,1.0,250.0,12
303,3215010238fcd9cab6ba7d2b81a6973d,market,63.0,937.0,2.0,200.0,12
1292,62177bb58dda374cc02e6cd2616996a1,"industry,",58.0,2083.0,3.0,850.0,12
779,d1847c3f994dc0bb4d1248520ecb81f3,computer,60.0,638.0,4.0,400.0,12
119,9163c7e81fd68452472912c4cde810aa,musical,59.0,153.0,2.0,300.0,12
1235,e9b3cf27d68caa64832c4a7c460abcb9,market,43.0,1373.0,3.0,1200.0,12
1069,157ee978f4fcdf8984b0bb33a6687fde,drinks,54.0,3077.0,1.0,650.0,12
212,1b7b45fba5ad23e8117914f8b36e6772,sport,46.0,1277.0,5.0,1600.0,12
439,ac6c3623068f30de03045865e4e10089,garden,59.0,409.0,1.0,3750.0,12
1093,0a783d7ce18a37749c3a059cf829564b,beauty,58.0,2879.0,1.0,200.0,12
98,cfd652b39b87b4e06cf4ea106a32db47,cool,33.0,659.0,1.0,1250.0,12
839,504f07e36481e5e72043def3d874b92a,sport,53.0,847.0,2.0,600.0,12
832,d8f254be723da6488610b42935533b05,gifts,57.0,239.0,4.0,300.0,12
828,db6796aa712a2626572bb3d0b9a039cf,bed,53.0,561.0,3.0,1350.0,12
873,16ce899c7af0c99f46948734a0d00f0f,stationery,49.0,326.0,1.0,1000.0,12
878,5f00c50de3d989194f0439e343480372,bed,55.0,486.0,1.0,1350.0,12
1108,588ea3decc0d8e1d19ce6160c5b0da1b,housewares,60.0,1632.0,10.0,1350.0,12
880,1529199a7d88ac40cef5b4a508f18f2c,sport,38.0,1043.0,2.0,500.0,12
1106,bea978771d1c453faf756fa71f3bdd70,toys,32.0,823.0,2.0,2301.0,12
202,2de5c479fb0c490a0f2a2f3ab36e71b6,garden,56.0,511.0,6.0,1050.0,12
388,de92134fd940e9302d27c31af4581fbd,portable,50.0,797.0,1.0,438.0,12
1105,da97969972a524bca894f97ea6bcff90,automotive,43.0,186.0,2.0,400.0,12
1201,12dc5e5d178b930cf87cf16e812fc2d5,perfumery,27.0,1280.0,1.0,125.0,12
955,e357a8646a17191f03fd9f833a0fa29b,decoration,52.0,1348.0,6.0,1175.0,12
978,134a6fc4a713a799266ebd6a4f4008d4,sport,47.0,900.0,1.0,117.0,12
815,ef5c31aee1d5074121a478b14d3eb50e,stationery,58.0,202.0,5.0,8600.0,12
811,a10e0fcb1c409869c3c6da4eb13b7612,babies,58.0,847.0,5.0,7150.0,12
1110,ae16b1d896c15ed60614a0d88c4abf03,pet,33.0,1698.0,2.0,180.0,12
807,70869aae4d447a8815db20569604a9e7,beauty,55.0,1493.0,1.0,2225.0,12
442,b75a056d7d03227c3a3b60e9ccf518c9,automotive,60.0,1259.0,2.0,450.0,12
226,9c7bdf67b06b419aefb93cfdfc96c55d,sport,25.0,823.0,1.0,476.0,12
421,f9a508234fed38c95437c5a16b847774,game,37.0,1192.0,2.0,250.0,12
449,5dbf50af9485478b933f1028e108640d,electronics,15.0,359.0,4.0,150.0,12
859,c695342500b74ff952db47b541726de1,beauty,25.0,429.0,1.0,200.0,12
1301,58727e154e8e85d84052cd22b0136c84,sport,39.0,190.0,1.0,1175.0,12
1009,29b85c2f1ec5f4d02b03737a8fd3698b,decoration,23.0,922.0,1.0,850.0,12
868,ae083e4a334a4210ae0ef7323f1584c5,beauty,53.0,2789.0,1.0,250.0,12
453,4a69baa66a13d1adeb41cfe3bc0c27be,cool,55.0,963.0,2.0,500.0,12
1334,62644f19deb898e43ebdcd29ff3d9361,cool,60.0,594.0,1.0,900.0,12
867,5d5288d3096b9becaa3566f64fe88110,sport,33.0,656.0,1.0,300.0,12
1336,1f411e9a31196b71ed8438c8254b858e,pcs,54.0,1053.0,2.0,11850.0,12
107,acdd408fe971bbe29a81f8febb575ffc,electronics,50.0,237.0,1.0,175.0,12
904,a6621d4ee609f3f917d04c11ca8f0161,toys,55.0,889.0,3.0,2800.0,12
133,32aeecc02aa5adcb7f75155a80a47836,sport,45.0,1575.0,1.0,2152.0,12
730,3c3d244942b424b931c33f1ddc122b80,pet,31.0,612.0,1.0,122.0,12
728,6eb6618376baf873225738ce4fe760ac,bed,44.0,331.0,1.0,300.0,12
1039,56d45b2c27871322801134f57d1b9dfb,bed,56.0,198.0,1.0,1800.0,12
108,783caabd539c4079ec08423e30719fba,construction,56.0,1512.0,6.0,500.0,12
1030,e3e6af2b9a779d64b3589a5b56102d16,decoration,44.0,565.0,1.0,1050.0,12
905,525947dbe3304ac32bf51602f9557c12,bed,60.0,236.0,1.0,2600.0,12
1349,ae7d8348fbef50928a680454fffbca00,sport,30.0,682.0,2.0,304.0,12
1163,c21afe62d4629a660593fd9b5e6223bb,telephony,40.0,361.0,3.0,150.0,12
908,d97cfa719a6198d4a66453e0c6ed596c,fashion,57.0,66.0,1.0,250.0,12
1355,992197904e1d4f0bf3994652373188e4,food,29.0,3758.0,1.0,1100.0,12
372,854f1672c41eaa84b3e3a79e06146f63,telephony,59.0,777.0,6.0,350.0,12
1358,98224bfc1eaadb3a394ec334c60453ff,automotive,43.0,433.0,3.0,50.0,12
1370,61a4100ccd6d9c4c808a1fd954ddb8ad,portable,60.0,3839.0,4.0,1450.0,12
1160,363a742635cc645c207ce8102de9b837,decoration,60.0,955.0,7.0,3600.0,12
930,b2e22c958b453a43a650a579dcac2e43,gifts,45.0,473.0,1.0,438.0,12
1219,f0b543161e745b6c80a79c368db167a5,telephony,60.0,540.0,2.0,300.0,12
860,65fd9b358b7ee029fba34839e9c35fdf,computer,50.0,556.0,1.0,350.0,12
82,e27c4dd075a521097a085bced0631ce7,living,31.0,618.0,2.0,9750.0,12
1066,1c63d0a4d75df524d4605a43285925d7,babies,51.0,353.0,3.0,668.0,12
1187,2f5e485bacfeb554bec55cd497c9bc51,housewares,42.0,367.0,3.0,236.0,12
1305,a4fdd00347db855f614a18bf51606df5,sport,43.0,772.0,1.0,1300.0,12
450,7bbc646134de228a74392d8407d16df8,housewares,60.0,959.0,4.0,800.0,12
764,952e73f7e8bee61569a32b35c19bc981,bed,53.0,128.0,2.0,950.0,12
936,b84c4c7f1845f068f40e350865b803fa,beauty,55.0,865.0,4.0,1400.0,12
1311,0db4869ac8a908414823d44d742f5ba3,office,47.0,1158.0,1.0,17000.0,12
1015,4a90b44b456e79e7a33435fdd36e551f,garden,64.0,2432.0,4.0,10700.0,12
934,afdb06ebeca917512783bcbaa8ed28c0,automotive,56.0,568.0,4.0,1800.0,12
741,03a20f79e4c056b48ce29b3e30beb0fb,decoration,63.0,1700.0,1.0,700.0,12
438,143c616ec3fe0cb065c3805cf9bd812e,garden,58.0,986.0,2.0,1100.0,12
1055,251876e7ba013b87b7262fb2524e2d60,babies,37.0,506.0,2.0,1720.0,12
1230,70120d2f9b9193aa0030342072d8adec,telephony,40.0,622.0,2.0,263.0,12
758,83e68070fbf16ac859fc13285a5ba9ba,telephony,53.0,602.0,2.0,150.0,12
1053,a91c1a94d83d36316c44e00e738607b1,automotive,57.0,2063.0,1.0,1500.0,12
378,868b3136c5b206f91b8208fbfdf2cb7c,bed,57.0,364.0,2.0,800.0,12
743,d103baa8d35783ff2772704ed17ddd45,fashion,53.0,553.0,5.0,250.0,12
1051,f2ecbb02b6da187a9f14b8ac5781faec,perfumery,54.0,935.0,1.0,50.0,12
161,8d7d29e5fb9ff5333009326c87fc04e9,office,56.0,1070.0,1.0,7433.0,12
1132,c0aed8767e46cce56e77db0ceef83035,automotive,57.0,784.0,5.0,500.0,11
426,57fcacc3434a1f2f2b039c1b4e61f5e1,telephony,39.0,365.0,13.0,50.0,11
1134,2ced45a3059cbb128a8b8b6508809746,computer,37.0,1458.0,2.0,350.0,11
1546,97170c28efde1b426f1c52348fe1c086,gifts,59.0,471.0,5.0,200.0,11
1536,a630323d497e2acc89574e8b792c6936,computer,56.0,1803.0,1.0,420.0,11
922,1eaf224c19e07b6e50bf0119eea1dd26,bed,58.0,189.0,1.0,1350.0,11
1540,4df83a41105e00e0845b9d12b5fe601c,gifts,42.0,175.0,1.0,536.0,11
1154,fe7f10e5c9d36a294333b0c35ccc24ad,housewares,41.0,786.0,4.0,1150.0,11
1152,4487261e208ce5d3a8d1a997ccd99dcf,bed,29.0,552.0,4.0,2050.0,11
1544,60567eaf5cdf794639e94508ec387a82,fashion,55.0,903.0,1.0,3350.0,11
171,a06766fec51c96d4d0bce282906735eb,bed,55.0,626.0,2.0,650.0,11
553,7b35be468d9795a7529f65c50ec87668,gifts,35.0,765.0,3.0,4381.0,11
942,bf128711128b70eaa9e07df69e9a75e2,telephony,61.0,992.0,1.0,600.0,11
555,5c77339ada5044e33450d5c2660692e0,sport,33.0,2146.0,1.0,150.0,11
170,35b265fd684b08f6f780239bf05a390b,decoration,56.0,1042.0,6.0,1170.0,11
946,af91083bde899b201798b52ae89babea,beauty,44.0,937.0,1.0,350.0,11
169,94a6c010ef78e62cab34c6caf0a69b5f,game,51.0,113.0,1.0,100.0,11
120,3cc4b421c1f28dd22e86fc4aaafb600e,bed,57.0,188.0,1.0,1100.0,11
1562,21a95b5525c6d658ff4e5e1b50f7c02d,toys,24.0,318.0,2.0,650.0,11
710,eab67bf937aaadc19f83383a331d2dd9,office,53.0,1199.0,1.0,10975.0,11
1123,a54f350cdb1f303fe39221171d003852,decoration,24.0,249.0,2.0,5850.0,11
969,7f55769896fc6596e7251490b8b5e536,decoration,45.0,520.0,3.0,450.0,11
1070,9c422a519119dcad7575db5af1ba540e,computer,56.0,1306.0,1.0,100.0,11
1006,c35498fbb4358837ae16850f50c3fd22,telephony,59.0,973.0,1.0,325.0,11
1014,e95ee6822b66ac6058e2e4aff656071a,sport,52.0,1153.0,1.0,180.0,11
1064,a0cb23ea9b98f51407ac7bd1fcd29c2e,telephony,31.0,1440.0,1.0,100.0,11
414,bbc9e653c2f5794542ac3867ab5ab757,bed,47.0,221.0,1.0,570.0,11
